,keyword,title,author,body,time,date,status,votes,num_comments,num_comment_pages,link,lang
790,live,[Wear OS] Enable shuffle and replay for downloaded songs,Takeout,There is currently no option to shuffle or replay songs for downloaded music on the Wear OS Spotify app.,05:13 AM,‎2021-08-25,,223,30,3,https://community.spotify.com/t5/Live-Ideas/Wear-OS-Enable-shuffle-and-replay-for-downloaded-songs/idi-p/5252202,en
791,live,[iOS][Other] Clear now playing bar after end of a song/playlist,whysoserious79,"The bottom “now playing bar” stays after a song/playlist ends, is useless when there is nothing playing, please give us the option to remove it or remove it automatically if nothing is playing, I remember before we can remove it by logging out and logging in again but not anymore.",05:32 PM,‎2023-01-12,,2,10,1,https://community.spotify.com/t5/Live-Ideas/iOS-Other-Clear-now-playing-bar-after-end-of-a-song-playlist/idi-p/5487152,en
792,live,[Mobile] Rearrange Playlists on Mobile,3_8m-osv0pucw,Please include an option for users to manually rearrange playlists on mobile. See attached picture for more details.,02:56 AM,‎2018-06-22,,478,60,6,https://community.spotify.com/t5/Live-Ideas/Mobile-Rearrange-Playlists-on-Mobile/idi-p/4513814,en
793,live,A music interpretation and storytelling function,wwalker0228,A music interpretation function where artists and listeners can give a brief interpretation and what that song means to them. This idea can be expanded in playlist form where people can actually create a story being told through music and their interpretations.,05:10 PM,‎2023-01-10,,0,10,1,https://community.spotify.com/t5/Live-Ideas/A-music-interpretation-and-storytelling-function/idi-p/5485877,en
794,live,[Mobile][Your Library] Increase quality of playlist images.,nicopellatiro,"Something I've noticed from making my own playlist covers is seeing how Spotify compresses them. Oftentimes, it crunches the quality a bit too much, in my opinion, resulting in a blurry icon. Side by side next to Apple Music, it's clear to see the difference especially with the small font text to the bottom left. It'd be nice if Spotify compressed the images to a lesser degree, so more detail could be enjoyed in our playlist covers (something akin to Apple Music).",07:55 AM,‎2023-01-07,,2,10,1,https://community.spotify.com/t5/Live-Ideas/Mobile-Your-Library-Increase-quality-of-playlist-images/idi-p/5484311,en
795,live,[Other] azlyrics,Gracecasey89,"I couldn't submit a suggestion so I'm putting this here. Musixmatch.com doesn't have accurate song lyrics, a better website Spotify should use is www.azlyrics.com. They check and fix their lyrics much more consistently.",09:42 AM,‎2022-12-29,,0,10,1,https://community.spotify.com/t5/Live-Ideas/Other-azlyrics/idi-p/5480244,en
796,live,[WebOS][App Install] Remove LG account requirement for WebOS app.,SpeedWalid,"To install Spotify on LG's WebOS, you need to sign into your LG account. This is a pain for people who don't want to create another (mostly) useless account. This does not seem to be a hard requirement since you don't need it to install apps such as Disney+ or Youtube. It'd be great if Spotify could work with LG to remove that requirement!",09:44 PM,‎2023-01-06,,0,10,1,https://community.spotify.com/t5/Live-Ideas/WebOS-App-Install-Remove-LG-account-requirement-for-WebOS-app/idi-p/5484177,en
797,live,[All Platforms] I want complete history of all songs,jonathanfritsch,I want to be able to view all songs I have listened to. I will remember some song I was listening to a few months ago and can't remember the name. I want to be able to see EVERY SONG I HAVE EVER PLAYED. Also being able to delete songs from history that I didn't like which creates suggestions for songs I don't like would be nice. I WANT TO SEE EVERY SONG I HAVE EVER PLAYED. DON'T TELL ME THAT YOU HAVE A HISTORY FEATURE ALREADY. IT'S NOT TRUE. THANK YOU!!!,11:46 PM,‎2020-10-28,,530,30,3,https://community.spotify.com/t5/Live-Ideas/All-Platforms-I-want-complete-history-of-all-songs/idi-p/5062117,en
798,live,[Radio] Queue Radio - Enhance current queue like playlist radio,Yozez,"Add the ability for listeners to enhance their current queue based on the last songs in the queue, the same as playlist radio feature.four reasons why you guys should create the ""Queue Radio"" feature:Enhancing discoverability: By adding a ""Queue Radio"" feature that automatically enhances the current playing queue with songs that are similar, Spotify can help its users discover new music that they might not have found otherwise.Personalization: By allowing users to customize the ""Queue Radio"" feature based on their listening habits and preferences, Spotify can provide a more personalized listening experience.Greater flexibility: With a ""Queue Radio"" feature, Spotify users will have more control over their listening experience by being able to seamlessly transition between different songs and genres without having to manually create new playlists.Increased engagement: By providing a more engaging listening experience, users will be more likely to spend more time listening to music on Spotify and engage more frequently with the app.hope you'll guys love this idea 🙂",09:35 AM,‎2023-01-10,,0,10,1,https://community.spotify.com/t5/Live-Ideas/Radio-Queue-Radio-Enhance-current-queue-like-playlist-radio/idi-p/5485649,en
799,live,[Discover] Play random Songs from complete Spotify Catalogue,PHISCHY,"The idea is especially for people who love music, without focusing on a special genre. An ""Ultimate Shuffle Button"" will pick random songs from all songs available on Spotify. You can explore songs, you might never get in touch with and learn new music - or just skip if you don't like it. This function helps you to just try out something new and find out about varieties in music. Edit: All Audiobooks should be excluded from this function!",12:29 PM,‎2016-01-12,,671,80,8,https://community.spotify.com/t5/Live-Ideas/Discover-Play-random-Songs-from-complete-Spotify-Catalogue/idi-p/1272270,en
800,live,[Mobile][Playlists] Bring back number of songs in a playlist,Bittencourt,"The old mobile interface used to show the number of songs in the playlists section. The updated version has removed this feature, which I find quite useful.",12:49 AM,‎2019-04-16,,1253,60,6,https://community.spotify.com/t5/Live-Ideas/Mobile-Playlists-Bring-back-number-of-songs-in-a-playlist/idi-p/4728409,en
801,live,[Daily Mix] Customization: Create / Remove / Add / Merge Mixes,user-removed,"Daily Mixes is one of the best additions to Spotify yet, but as all new features it has room for a lot of improvement, especially when it comes to customizing your mixes. Right now mixes are enterily dependent on algorithms, however I think users should have a degree of personal input on how mixes are built. For example, it would be great if users could select a couple of songs and then have Spotify create a mix based on those songs. It would also be great if users could remove a mix and replace it with another, or merge different mixes into one. For example, Spotify created two different EDM mixes for me, one based on house music, and another based on tech house tracks. I find that a little redundant and I would like to merge both mixes into one. There's also another mix which is a weird combination of ambient, IDM, downtempo and indie rock tracks (?). I would like to split that mix in two, one for indie rock and another for IDM, downtempo and ambient music. And then there's a pop/R&B mix which I'd like to replace entirely with a jazz music mix, since I don't listen to that much mainstream pop and R&B music in the first place. Expanding the number of daily mixes to 8 would be great as well, since 6 mixes doesn't quite cover the variety of music I tend to listen to. Finally, being able to add back to mixes songs or artists that you banned on accident is a must.",11:36 PM,‎2016-10-01,,641,120,12,https://community.spotify.com/t5/Live-Ideas/Daily-Mix-Customization-Create-Remove-Add-Merge-Mixes/idi-p/1459213,en
802,live,View all audiobooks by a particular author or narrator,mang0s,"Audiobooks are one of the biggest growing media sectors on the market at the moment - and it's fantastic to see Spotify partner with Findaway Voices to bring audiobooks to the platform, as well as providing a mainstream alternative to Audible.However, there are some lacking features; many audiobook listeners choose to follow a series of books, or books by a particular author or by a favourite narrator. However we cannot search books on Spotify by author or narrator at the moment. It would be fantastic if an 'author page' and a 'narrator page' were added, similar to how an 'artist' page lists all their albums. That way those of us who have favourites would be able to easily find and follow the work of those we like most.",03:57 PM,‎2023-01-05,,4,10,1,https://community.spotify.com/t5/Live-Ideas/View-all-audiobooks-by-a-particular-author-or-narrator/idi-p/5483481,en
803,live,[Desktop][Podcasts] Mark as Played,user567234,The feature to Mark as Played that's available in Mobile should absolutely be available in the desktop app also. Why is there a feature disparity between platforms?,05:02 PM,‎2019-08-26,,466,60,6,https://community.spotify.com/t5/Live-Ideas/Desktop-Podcasts-Mark-as-Played/idi-p/4812116,en
804,live,A more accessible Share button,prakritiM,https://dribbble.com/shots/20294240-Spotify-Share-feature Advantages-1. Quick sharing.2. Up to industry standard,08:50 PM,‎2023-01-04,,1,10,1,https://community.spotify.com/t5/Live-Ideas/A-more-accessible-Share-button/idi-p/5482949,en
805,live,[Wrapped] Discover yearly - new music released over the last year,Yohankiwi,"As we reach the end of the year and all the best albums / songs of the year are coming out, it would be great to have an additional custom playlist added by Spotify at the end of each year that works like the discover weekly playlist but that only includes new music released over the last 12 months. It could help people discover new music they may have missed that was released over the course of, for example, 2022. It would make a great complement to the ""202x wrapped"" feature that also gets released at the end of each year.",08:08 PM,‎2022-12-30,,1,10,1,https://community.spotify.com/t5/Live-Ideas/Wrapped-Discover-yearly-new-music-released-over-the-last-year/idi-p/5480858,en
806,live,[Desktop][Developer] Spotify for Windows on Arm (Win32) Desktop app badly needed,bradavon,"Can you tell me when Spotify will be released for Windows on ARM and where on your Roadmap it is? Windows on ARM PCs have been out a few years now and whilst the 32-Bit Windows App works, due to software emulation not optimally. Apple announced on the 22nd of June Macs are moving to ARM starting the end of the year and they expect the transition away from Intel to ARM to take 2 years. Both Microsoft and Adobe are working on ARM compatibility. Currently on my Microsoft Surface Pro X I have to use the 32-Bit download which lags. A new idea was posted for this last year but it's been closed as it didn't get enough Likes but it didn't get enough Likes as it's been closed 😕 - https://community.spotify.com/t5/Closed-Ideas/Desktop-Compile-Spotify-for-ARM64-windows/idi-p/478113... Thanks",08:47 PM,‎2020-07-07,,737,90,9,https://community.spotify.com/t5/Live-Ideas/Desktop-Developer-Spotify-for-Windows-on-Arm-Win32-Desktop-app/idi-p/4992167,en
807,live,[Android][Other] Configure button when listening to audiobooks in Google maps,Retals,"When using Google maps there are shortcut buttons to pause and skip forward 15 seconds. It would be useful change the skip forward to rewind backwards as that is the more common thing to do, even better would be to let users configure that button. At the moment users have to open up the full menu to rewind which requires more button presses and taking eyes off the road",12:12 AM,‎2023-01-04,,7,10,1,https://community.spotify.com/t5/Live-Ideas/Android-Other-Configure-button-when-listening-to-audiobooks-in/idi-p/5482470,en
808,live,[iOS][Developer] Dynamic Island: Like button,jstorm482,"It would be beneficial to have the heart button to be able to like songs from the Dynamic Island feature. In the same way a heart appears next to the song title when Spotify is open, it would be nice to have that heart appear when Dynamic Island is expanded. This could also be beneficial on the music controls that appear when the iPhone is locked.",02:37 AM,‎2023-01-03,,3,10,1,https://community.spotify.com/t5/Live-Ideas/iOS-Developer-Dynamic-Island-Like-button/idi-p/5482005,en
809,live,[Desktop] Popout player,angryhufflepuff,"I have seen this idea posted several times over the years and they are all marked closed. I personally find it really frustrating that people have clearly been asking for this and over and over been denied, especially because it seems like a rather simple feature. Anyway, on the web player on Chromebook, there is an excellent popout player that remains on top of other tabs and windows you open, has the album/song art and has simple controls like pause, play, skip, and rewind that show when you hover over it. You can also move it around your screen so you position it where is easiest for you. It's crazy to me that this feature hasn't been implemented already for the desktop application, or if it has then the fact that it's been removed. It's super annoying to have to stop what I'm in the middle of to open the Spotify window just to see what is playing, or to skip or save a song. Something with just the basics of these features would make a huge difference and make usability so much easier.",02:00 AM,‎2019-08-08,,3074,240,24,https://community.spotify.com/t5/Live-Ideas/Desktop-Popout-player/idi-p/4800112,en
810,live,[Desktop][Spotify for Artists] View most played parts of songs in Spotify for Artists,popmachinerecords,"I would love granular feedback like knowing the most skipped to part of songs visible to artists to make better music for fans, this feature is available on Youtube videos for a good example. There are a few songs I skip to a certain part in for my own listening that I want the artists to know about and thought this may be a successful “Spotify for Artists” feature! Thank you!",09:17 PM,‎2022-12-30,,6,10,1,https://community.spotify.com/t5/Live-Ideas/Desktop-Spotify-for-Artists-View-most-played-parts-of-songs-in/idi-p/5480873,en
811,live,[Mobile][Search] Save My Search feature.,AleeGee,"I've noticed my searches have resulted in music I've never heard before, and upon listening, I'm very happy with it.. Some really great music comes up on a search , with a few keywords, or (agh) a typo, which you might not reproduce, ever. It is for this reason, I would like a Save My Search feature. We could go into settings and toggle it. For example, today I searched for ""Songs with sensuality"", and everything was to my liking. One playlist I saved and shared, it was so good. I went to do another search, typed in ""sensual songs"" and I wanted to look at all the results, but I lost the page. I did another search, typed in ""sings"" instead of ""songs"" and I got different results. A typo changes everything, and you might not even be aware you made one. Save My Search What do you think??",06:07 AM,‎2022-12-30,,3,10,1,https://community.spotify.com/t5/Live-Ideas/Mobile-Search-Save-My-Search-feature/idi-p/5480616,en
812,live,[Desktop][Wrapped] Allow us to see Wrapped on PC.,WoodrowWilson,"We used to be able to see it on PC. Why would you take it away? EDIT: 1 year later, wrapped is out and once again is not available on pc. We are forced to use the mobile version (that if the app doesn't crash when you open wrapped).",09:28 PM,‎2021-12-01,,325,30,3,https://community.spotify.com/t5/Live-Ideas/Desktop-Wrapped-Allow-us-to-see-Wrapped-on-PC/idi-p/5307236,en
813,live,[Developer] Web API playback queue route,flash110,"The Web API is lacking a public endpoint to fetch an authenticated users current queue. The addition of this would expand the creative possibilities developers would have at their disposal, without it a big chunk of what the Web API was designed to provide is simply not there.",02:37 AM,‎2021-05-10,,204,30,3,https://community.spotify.com/t5/Live-Ideas/Developer-Web-API-playback-queue-route/idi-p/5202433,en
814,live,[Connect] Crossfade on Spotify Connect,nicoboucher73,"Please add Crossfade option while using Spotify Connect!!! Why not have this option while using Connect??? Think of it, you use CONNECT when you want to send Spotify music to your sound system(i.e: CONNECT compatible Audio amplifier/receiver) when you're having a party. Wouldn't you want continuous playback in this kind of use?? I really do not understand why I would not be able to use this feature because I'm using the your streaming service with a compatible device which is partner with Spotify!!! PLEASE MAKE THIS HAPPEN!!! PLEASE!",09:45 PM,‎2016-05-01,,926,140,14,https://community.spotify.com/t5/Live-Ideas/Connect-Crossfade-on-Spotify-Connect/idi-p/1337085,en
815,live,"[Community] Remove the name ""Remastered"" from album and track titles by creating a stamp",user-removed,"Many album and track titles come with ""Remastered"". Is something too boring in both the album titles and the tracks: ""Remastered"". I took a print and marked it in red. Spotify should create a ""Remastered"" label and remove this from album and track titles. Observation:There is another highly voted suggestion similar to mine that already has 500 votes. Link: https://community.spotify.com/t5/Live-Ideas/Your-Library-Edit-track-metadata/idi-p/5196177/page/3#co... The two suggestions are similar and together they count over 800 votes and are suggesting the same thing: that the album and track titles are correct and in accordance with the standard norm. What will the team do?",07:04 PM,‎2021-10-04,,477,30,3,https://community.spotify.com/t5/Live-Ideas/Community-Remove-the-name-quot-Remastered-quot-from-album-and/idi-p/5271003,en
816,live,[Music] Personal Rating of Music,Hideaki,"It would be awesome if it was possible to give a personal rating to your songs and albums (and artists), and then sort them after it in your playlists. Hope to see it in the future, it shouldn't even be that hard. Thank you!",04:33 PM,‎2012-10-23,,1271,230,23,https://community.spotify.com/t5/Live-Ideas/Music-Personal-Rating-of-Music/idi-p/179102,en
817,live,[Web Player] Friend Activity on web player,hathor,Bring the Friend Activity feature where you can see what your Spotify friends have been listening to the past couple of hours from the desktop app to the web player.Also put it in a reserved area or button so that I don't have to make the window suuuuuuper wider just to see the feed on the side. This has been requested before but I still think there is enough interest for this to get more than 100 kudos. That's how the Friend Activity pane looks on the desktop client:The web client does miss this Friend Activity view:,12:18 PM,‎2020-04-29,,907,30,3,https://community.spotify.com/t5/Live-Ideas/Web-Player-Friend-Activity-on-web-player/idi-p/4941324,en
818,live,[Desktop][Playlists] Total Time of the Liked Songs,GoodIdea23,Add the total time of the playlist next to liked songs,06:51 PM,‎2022-09-20,,51,10,1,https://community.spotify.com/t5/Live-Ideas/Desktop-Playlists-Total-Time-of-the-Liked-Songs/idi-p/5432777,en
819,live,[Desktop] IPv6 support for the desktop client,Furry13,"Resubmitting the same idea as:https://community.spotify.com/t5/Closed-Ideas/Desktop-Support-IPv6-end-to-end/idi-p/1240314https://community.spotify.com/t5/Closed-Ideas/Desktop-Desktop-client-IPv6-support/idi-p/1667179https://community.spotify.com/t5/Closed-Ideas/Other-IPv6-Support/idi-p/4469460submitted previously by @sdstrowes It would be highly desirable to make sure that the desktop client can work on Ipv6-only networks as they are becoming operation reality (a number of large entrerprise networks like Cisco and Microsoft have piloted IPv6-only corporate networks). As it's been mentioned in the previosuly posted incarnations of this idea, the mobile client works just fine and Fastly supports IPv6.Thanks!",02:22 PM,‎2019-06-17,,356,40,4,https://community.spotify.com/t5/Live-Ideas/Desktop-IPv6-support-for-the-desktop-client/idi-p/4769350,en
820,live,[Music] Warning when a Track is removed from Spotify,JoacoRacing29,"I use Spotify to store the music i like - saving them on Playlists. Spotify adds music continuosly but also deletes other, by licence problems or whatever. But you Spotify must warn me in that circumstances, so I can get that music from another source. It s not acceptable that you quit music from your servers and from my playlist without any kind of warning. It s a disrepect to the user of your service. Please solve this problem as soon as it s possible.",06:03 AM,‎2016-07-09,,896,50,5,https://community.spotify.com/t5/Live-Ideas/Music-Warning-when-a-Track-is-removed-from-Spotify/idi-p/1390114,en
821,live,[All Platforms][Playlists][Premium] Preview song samples when adding songs to playlists,yourfriendtim780,"Bring the ability to preview songs when adding them to a playlist back, it makes it extremely hard to find new music to add to a playlist cause you no longer know what it sounds like without listening to it separately from the add songs list. The feature made it supremely satisfying to make a new playlist and removing this feature ruins the likeability of the app for both me and many other listeners. It's a extreme mistake and I'd highly recommend to add it back not only for ease of UI but for general expansion of music exploration.",03:53 PM,‎2022-04-27,,406,60,6,https://community.spotify.com/t5/Live-Ideas/All-Platforms-Playlists-Premium-Preview-song-samples-when-adding/idi-p/5374479,en
822,live,[Plex][Social] Integrate Spotify into Plex,Spicerackk,"Now that Plex has taken on TIDAL as a music streaming partner, it only seems fitting that the best and most popular music streaming platform follow suit, and get onto Plex! It's just another massive platform for Spotify to partner with, and it will get your subscription model into the hands of true media managers who use Plex to collate all of their media in one place!This needs to happen, please get it going!!",07:05 AM,‎2019-04-11,,594,10,1,https://community.spotify.com/t5/Live-Ideas/Plex-Social-Integrate-Spotify-into-Plex/idi-p/4724915,en
823,live,[Android][Connect] Bring back support for removed BMW Connected Drive Integration,kay0002,"Share this with everyone you know and ask them to vote! Spotify Integration with BMW Idrive 6 has always been sporadic and not all advertised features work. The latest Spotify versions 8.5.68.904 and 8.5.6.9.934 have bugs and the App does not appear in IDrive at all. The pervious version of Spotify was somewhat unreliable as I had to occasionally repair my phone with the car. I can no longer see the Spotify App in my BMW media list. I can only listen to spotify from the bmw bluetooth audio option. I've tried pairing an iPhone and the app appears on iDrive. For my android issue I deleted the App data and cache of both Bmw ConnectedDrive and Spotify app. I also unpaird the bluetooth connection between my smartphone car. Lastly, I uninstalled both Spotify and the BMW Apps. Nothing works. Additionally, it would be great if my Playlist order in my car matched the order on the phone. For example, although my phone app is sorted alphabetically, my car would only show playlists in the order of what was most recently created. Who else thinks Spotify needs to get it together and provide a quality app that integrates with iDrive? Fix the Spotify Bug!",06:55 PM,‎2020-08-02,,1521,310,31,https://community.spotify.com/t5/Live-Ideas/Android-Connect-Bring-back-support-for-removed-BMW-Connected/idi-p/5009695,en
824,live,[Mobile] Swipe left to 'Hide this song',kkzo,There are too many taps required to 'Hide this song'. Having to select the menu next to the song often leads to mistakenly selecting the song you were going to hide. Currently swiping right is a shortcut for 'Adding to queue'. Consider adding swiping left (on the song) to trigger 'Hide this song'. Allowing the user to configure directional swipe actions would be even better.,09:44 AM,‎2022-09-30,,167,10,1,https://community.spotify.com/t5/Live-Ideas/Mobile-Swipe-left-to-Hide-this-song/idi-p/5437400,en
825,live,[Apple Watch] Remember Podcast positions for offline listening,MattSuda,"When I am listening to podcasts offline on my Apple Watch, Spotify doesn’t remember where I was in an episode which means I have to skip forward and try and find where I was. It also doesn’t remember where I left off on the Apple Watch when I switch back to the mobile app later on. This means I have to manually sync where I was in the episode when listening in the mobile app later on.",09:32 AM,‎2021-05-24,,36,10,1,https://community.spotify.com/t5/Live-Ideas/Apple-Watch-Remember-Podcast-positions-for-offline-listening/idi-p/5210444,en
826,live,[Amazon Echo] Stop auto shuffling Songs when you request an Artist via Alexa,mdriscoll33,"You changed the setting so that Alexa auto shuffles songs by artist when you use your voice to start spotify. For some reason, I have to request this as a new idea for you to reverse the setting. You already can tell alexa to shuffle when you request an artist. Why would it auto shuffle and force you to interrupt the music you just started to play?",01:03 AM,‎2018-09-26,,349,80,8,https://community.spotify.com/t5/Live-Ideas/Amazon-Echo-Stop-auto-shuffling-Songs-when-you-request-an-Artist/idi-p/4574864,en
827,live,[Subscription] Send a Receipt to Premium Users Each Month,Samsmith2,"For years I subscribe to Spotify Premium, I got only one email receipt from Spotify in the first month, and not any more. Is Spotify trying to hide our receipts to let people forget ""Unsubscribe""? Please send us receipt via email every month unless we unsubscribe the notification.",09:54 AM,‎2019-06-02,,221,20,2,https://community.spotify.com/t5/Live-Ideas/Subscription-Send-a-Receipt-to-Premium-Users-Each-Month/idi-p/4760346,en
828,live,Disability Concession for disabled people,rrrq3ba33a6xhnz,"I do notice that there is not enough kudos for this topic. Are you sure? I strongly believe that if you have discounts for students - able bodied in most senses- then physical and intellectually disabled people should receive the same concessions.Monitoring the bona fide of this would not be hard. The user would need to submit the details of their concession card.I am writing this on behalf of my intellectually disabled sister who loves her music. She has limited finances, and any financial discount helps her to access other things.I just cannot believe in this age, that there is not enough “kudos” for this. I’m sure the artist who get a token amount of money from Spotify would agree to monetary concessions to disabled people.Spotify could do a great service to themselves and the community to concede to such an idea. Don’t forget it is 2021. Get with the times please Stan Kluzek.",12:18 AM,‎2021-10-10,,264,60,6,https://community.spotify.com/t5/Live-Ideas/Disability-Concession-for-disabled-people/idi-p/5274332,en
829,live,[iOS] Do NOT automatically hide the Timer in Now Playing,vmc923,"A recent upgrade has resulted in the song timer blacking out in the Spotify App after a few seconds on a song -- I am a cycling instructor, and I need to see where I am in a track without having to reach down an hit the screen for it to show up again (I accidently jumped to the following track in the middle of a workout the other day trying to figure out where we were in the song). So yes, you can make it re-appear, but when you are leading a class with 50 people in it, and still riding, it is a huge pain to have to pick up your phone multiple times in a song, and very carefully tap the screen (without swiping) to see what minute mark you are at. Having the slider is not sufficient as we time our classes and songs with planned races and pickups (so, for example, I need to be able to know that there is a pickup at 1:22-157, and that there are 7 seconds before it happens, or 32 seconds until the end of the song, etc. etc.). Removing the timer saves NO space on the screen, and is more of nuscance than anything else. Please bring back the song timer, or at least give people the option to say ""Yes hide the timer after a few seconds"", or, ""No, leave the timer there"". There are thousands of fitness professionals in the same position -- along with my entire studio who use spotify, and we are all irritated with this new feature. Please, please, PLEASE change it back. This has been a huge headache since last week's update.",03:36 PM,‎2015-06-02,,491,180,18,https://community.spotify.com/t5/Live-Ideas/iOS-Do-NOT-automatically-hide-the-Timer-in-Now-Playing/idi-p/1145221,en
830,live,[Desktop][Other] Sleep timer for desktop,Scrambled,I noticed recently I can’t use the sleep timer feature on the desktop version of Spotify. This is pretty inconvenient seeing as 99% of the time I’m not using my phone for Spotify if i'm planning to listen to music while going to sleep. Obviously i don’t know the ins and outs of adding such a feature but surely something so small can’t be hard to implement? I’m assuming the feature is in the process of being added as I see no point in giving it to mobile users with no intentions of adding it to the desktop version which seems far more practical in my mind.,05:25 AM,‎2020-01-23,,1069,40,4,https://community.spotify.com/t5/Live-Ideas/Desktop-Other-Sleep-timer-for-desktop/idi-p/4889106,en
831,live,[Desktop][Playlists] Let us change our playlist's accent color,TerryZúñiga,"Let us choose an accent color for our playlists, and not from a preset color palette chosen by the app, but with any color we can think of. This would be for aesthetic purposes only, yet I think that many users wish they could have that option. (At least let us use that option on the desktop and let the color show on the phone, tv, desktop, etc.) The problem is that when you add a custom thumbnail to your playlist, Spotify sets an automatic accent color to it. Sometimes you can get lucky and have it match your thumbnail, sometimes it just looks dull. Also, it always picks a different color for the phone and desktop apps. So it would be pretty nice if you just let us do that job instead of the AI. We would have a consistent color for all apps and we would all enjoy more aesthetic playlists! Thanks<3",03:08 AM,‎2021-06-14,,391,20,2,https://community.spotify.com/t5/Live-Ideas/Desktop-Playlists-Let-us-change-our-playlist-s-accent-color/idi-p/5222169,en
832,live,[Ads] Ads Filter,xletoatreides,"I know we can't pick and choose what ads to see, but at least for a teensy bit of decency (especially for people listening to spotify in a professional work environment) can we not have half naked Victoria's Secret super sexy models? Personally, I could care less about ads. And in fact, I am a woman who shops at Victoria's Secret. Still- I just had an awkward moment with some coworkers AND my boss. I'd like very much for that not to happen again. In the very least, how about an image that isn't half the size of the window? I know no one's going to agree, and believe me, I'd be the last person to complain about spotify (it's awesome). But seriously, it's a bit much. Thanks.",11:16 PM,‎2012-02-28,,3100,910,91,https://community.spotify.com/t5/Live-Ideas/Ads-Ads-Filter/idi-p/11675,en
833,live,[Amazon Echo] Alexa controls via Spotify Connect,maestro72x,"There should be a way for any Echo to control a remote spotify connect.say my speaker that has spotify connect and is playing Elvis. I should be able to use any Echo to change that remote speakers playlist,song,artist etc. The new playlist, song, artist etc will start be playing on that remote spotify connect but controlled by any Echo. August",04:53 AM,‎2016-06-17,,596,80,8,https://community.spotify.com/t5/Live-Ideas/Amazon-Echo-Alexa-controls-via-Spotify-Connect/idi-p/1369523,en
834,live,[All Platforms][Other] Sony's 360 Reality Audio,tommy536,"Hello Friends, i am using Spotify Premium since years. At the Moment i am missing some features like HD Streaming or Sony's new 360 Reality Audio. Especially Reality Audio is truly a real gain and even more useful than HD Streaming. The 3D sound is literally phenomenal good and also Sportify should gradually deal with newer technologies. Is this topic already planned? If it does not come, please tell it so your users can make a decision.",10:49 AM,‎2019-10-31,,4375,130,13,https://community.spotify.com/t5/Live-Ideas/All-Platforms-Other-Sony-s-360-Reality-Audio/idi-p/4850512,en
835,live,[All Platforms] Changelog after each Update (In-App),liamwhear,"With each new update, no matter what gets added or taken away, there is a curious lack of accountability from the actual staff, and the (paying) userbase are left confused. Why can we not drag from iTunes into our playlists anymore? Why can we not order our playlist columns as we see fit? So a detailed, easily accessible, log after each update would sort this. In this log should be a list of all the changes made with each update, and with the reasons why the changes were made. This is most important. We pay for this service. Why should we be left utterly confused with each update? We're left to scurry over to this forum, where your lackeys (who actually aren't on the development team) have no choice but to say 'I don't know' to each question, and with each request to implement back a feature in the Ideas section, the only response is 'This is not a priority'. What's wrong with some honesty, eh?",10:46 PM,‎2016-06-02,,1959,110,11,https://community.spotify.com/t5/Live-Ideas/All-Platforms-Changelog-after-each-Update-In-App/idi-p/1359400,en
836,live,[Desktop] To include engineers and other credits,sashabowers,"This is way overdue. Spotify MUST include those responsible for the music other than the songwriters and producers. This can include:Recording engineers, Mixing engineers, Mastering engineers, Cover artist, Additional Instrumentalists/Vocalists. (This can look like how it is done on TIDAL) As an engineer, I'd love to be credited and to be able to check who's behind the music by opening another application to check. I have attatched a comparison of how Spotify looks in comparison to the competitor mentioned above.",05:14 PM,‎2022-10-18,,71,10,1,https://community.spotify.com/t5/Live-Ideas/Desktop-To-include-engineers-and-other-credits/idi-p/5446071,en
837,live,[All Platforms][Search] Spotify Charts for Kenya,BTSKENYA,"Kenya became a recent addition to the recent expansion of Spotify to new markets earlier this year. With the rise in popularity of the app we feel the need for charts to showcase the popularity of artists and songs within our country that is (Viral 50,Top 50 Daily and Weekly Charts and album charts too)This benefits both the artists in gauging their popularity and fans in seeing how their favourite artists are fairing in the country. We hope to soon see the implementation of this idea.Thankyou",09:57 AM,‎2021-07-03,,513,20,2,https://community.spotify.com/t5/Live-Ideas/All-Platforms-Search-Spotify-Charts-for-Kenya/idi-p/5230345,en
838,live,[Mobile][Your Library] Pin a filter type to make it the default Library sorting.,Shohan,"With the new update to the library that brings in filters for Library and a single list, I and I assume many users would like a way to default a filter to Library. For example, I want the ability to pin the ""Playlists"" filter as default so that whenever i open Library it automatically opens the view on ""Playlists"" instead of having a single list of everything tucked together. This would mean anyone who only used Playlists (or Artists or Albums) before the new update would get something similar while people who like the new update could just opt to not pin any filters.",05:00 PM,‎2021-05-03,,196,40,4,https://community.spotify.com/t5/Live-Ideas/Mobile-Your-Library-Pin-a-filter-type-to-make-it-the-default/idi-p/5198188,en
839,live,Native app for Mercedes-Benz User Experience (MBUX),Nicscap1,"Hello! I'd like to Have native app for new mbux. I know that I can use the app with the Phone, but a native app without needing to use the phone would be cool!Mercedes will use the mbux on all its machines and it could be a good choice for spotify! Thanks!",09:25 PM,‎2019-02-26,,407,20,2,https://community.spotify.com/t5/Live-Ideas/Native-app-for-Mercedes-Benz-User-Experience-MBUX/idi-p/4690728,en
